id,artifact_id,version,path,full_name
58,commons-pool2-2.4.2,2.4.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/commons-pool2-2.4.2.jar,commons-pool2-2.4.2.jar
59,commons-text,1.10.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/commons-text-1.10.0.jar,commons-text-1.10.0.jar
60,curator-client,4.2.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/curator-client-4.2.0.jar,curator-client-4.2.0.jar
61,curator-framework,2.13.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/curator-framework-2.13.0.jar,curator-framework-2.13.0.jar
62,curator-recipes,2.13.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/curator-recipes-2.13.0.jar,curator-recipes-2.13.0.jar
63,datanucleus-api-jdo,4.2.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/datanucleus-api-jdo-4.2.4.jar,datanucleus-api-jdo-4.2.4.jar
64,datanucleus-core,4.1.17,hdfs://adc-data-hadoop/user/data_admin/Data_deps/datanucleus-core-4.1.17.jar,datanucleus-core-4.1.17.jar
65,datanucleus-rdbms,4.1.19,hdfs://adc-data-hadoop/user/data_admin/Data_deps/datanucleus-rdbms-4.1.19.jar,datanucleus-rdbms-4.1.19.jar
66,derby,10.14.2.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/derby-10.14.2.0.jar,derby-10.14.2.0.jar
67,deviceapi,2.1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/deviceapi-2.1.1.jar,deviceapi-2.1.1.jar
68,deviceatlas-common,1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/deviceatlas-common-1.1.jar,deviceatlas-common-1.1.jar
69,dnsjava,2.1.7,hdfs://adc-data-hadoop/user/data_admin/Data_deps/dnsjava-2.1.7.jar,dnsjava-2.1.7.jar
70,dropwizard-metrics-hadoop-metrics2-reporter,0.1.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/dropwizard-metrics-hadoop-metrics2-reporter-0.1.2.jar,dropwizard-metrics-hadoop-metrics2-reporter-0.1.2.jar
71,error_prone_annotations,2.10.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/error_prone_annotations-2.10.0.jar,error_prone_annotations-2.10.0.jar
72,etl-gson,2.2.5,hdfs://adc-data-hadoop/user/data_admin/Data_deps/etl-gson-2.2.5.jar,etl-gson-2.2.5.jar
73,flux-flock-utils,1.6,hdfs://adc-data-hadoop/user/data_admin/Data_deps/flux-flock-utils-1.6.jar,flux-flock-utils-1.6.jar
74,gcs-connector-hadoop2,2.1.3-shaded,hdfs://adc-data-hadoop/user/data_admin/Data_deps/gcs-connector-hadoop2-2.1.3-shaded.jar,gcs-connector-hadoop2-2.1.3-shaded.jar
75,gnu-crypto,2.0.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/gnu-crypto-2.0.1.jar,gnu-crypto-2.0.1.jar
76,groovy-all,2.1.6,hdfs://adc-data-hadoop/user/data_admin/Data_deps/groovy-all-2.1.6.jar,groovy-all-2.1.6.jar
77,gson-2.2.4,2.2.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/gson-2.2.4.jar,gson-2.2.4.jar
78,gson-2.8.2,2.8.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/gson-2.8.2.jar,gson-2.8.2.jar
79,gson-2.8.9,2.8.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/gson-2.8.9.jar,gson-2.8.9.jar
80,guava,16.0.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/guava-16.0.1.jar,guava-16.0.1.jar
81,hadoop-annotations,3.3.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-annotations-3.3.4.jar,hadoop-annotations-3.3.4.jar
82,hadoop-auth-2.10.2,2.10.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-auth-2.10.2.jar,hadoop-auth-2.10.2.jar
83,hadoop-auth-3.3.4,3.3.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-auth-3.3.4.jar,hadoop-auth-3.3.4.jar
84,hadoop-client-api,3.3.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-client-api-3.3.4.jar,hadoop-client-api-3.3.4.jar
85,hadoop-client-runtime,3.3.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-client-runtime-3.3.4.jar,hadoop-client-runtime-3.3.4.jar
86,hadoop-common,3.3.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-common-3.3.4.jar,hadoop-common-3.3.4.jar
87,hadoop-shaded-guava,1.1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-shaded-guava-1.1.1.jar,hadoop-shaded-guava-1.1.1.jar
88,hadoop-shaded-protobuf_3_7,1.1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hadoop-shaded-protobuf_3_7-1.1.1.jar,hadoop-shaded-protobuf_3_7-1.1.1.jar
89,hamcrest-all,1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hamcrest-all-1.1.jar,hamcrest-all-1.1.jar
90,hamcrest-core,1.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hamcrest-core-1.3.jar,hamcrest-core-1.3.jar
91,hamcrest-library,1.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hamcrest-library-1.3.jar,hamcrest-library-1.3.jar
92,hbase-client,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-client-2.5.3.jar,hbase-client-2.5.3.jar
93,hbase-common,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-common-2.5.3.jar,hbase-common-2.5.3.jar
94,hbase-hadoop-compat,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-hadoop-compat-2.5.3.jar,hbase-hadoop-compat-2.5.3.jar
95,hbase-hadoop2-compat,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-hadoop2-compat-2.5.3.jar,hbase-hadoop2-compat-2.5.3.jar
96,hbase-logging,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-logging-2.5.3.jar,hbase-logging-2.5.3.jar
97,hbase-metrics,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-metrics-2.5.3.jar,hbase-metrics-2.5.3.jar
98,hbase-metrics-api,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-metrics-api-2.5.3.jar,hbase-metrics-api-2.5.3.jar
99,hbase-protocol,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-protocol-2.5.3.jar,hbase-protocol-2.5.3.jar
100,hbase-protocol-shaded,2.5.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-protocol-shaded-2.5.3.jar,hbase-protocol-shaded-2.5.3.jar
101,hbase-shaded-gson,4.1.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-shaded-gson-4.1.4.jar,hbase-shaded-gson-4.1.4.jar
102,hbase-shaded-miscellaneous,4.1.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-shaded-miscellaneous-4.1.4.jar,hbase-shaded-miscellaneous-4.1.4.jar
103,hbase-shaded-netty,4.1.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-shaded-netty-4.1.4.jar,hbase-shaded-netty-4.1.4.jar
104,hbase-shaded-protobuf,4.1.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-shaded-protobuf-4.1.4.jar,hbase-shaded-protobuf-4.1.4.jar
105,hbase-unsafe,4.1.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hbase-unsafe-4.1.4.jar,hbase-unsafe-4.1.4.jar
106,hive-ant,0.13.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-ant-0.13.0.jar,hive-ant-0.13.0.jar
107,hive-common,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-common-2.3.9.jar,hive-common-2.3.9.jar
108,hive-exec,2.3.9-core,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-exec-2.3.9-core.jar,hive-exec-2.3.9-core.jar
109,hive-llap-client,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-llap-client-2.3.9.jar,hive-llap-client-2.3.9.jar
110,hive-llap-common,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-llap-common-2.3.9.jar,hive-llap-common-2.3.9.jar
111,hive-metastore,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-metastore-2.3.9.jar,hive-metastore-2.3.9.jar
112,hive-serde,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-serde-2.3.9.jar,hive-serde-2.3.9.jar
113,hive-shims-0.23,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-shims-0.23-2.3.9.jar,hive-shims-0.23-2.3.9.jar
114,hive-shims,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-shims-2.3.9.jar,hive-shims-2.3.9.jar
115,hive-shims-common,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-shims-common-2.3.9.jar,hive-shims-common-2.3.9.jar
116,hive-shims-scheduler,2.3.9,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hive-shims-scheduler-2.3.9.jar,hive-shims-scheduler-2.3.9.jar
117,hiveudf,0.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/hiveudf-0.1.jar,hiveudf-0.1.jar
118,httpclient-4.5.13,4.5.13,hdfs://adc-data-hadoop/user/data_admin/Data_deps/httpclient-4.5.13.jar,httpclient-4.5.13.jar
119,httpclient-4.5.14,4.5.14,hdfs://adc-data-hadoop/user/data_admin/Data_deps/httpclient-4.5.14.jar,httpclient-4.5.14.jar
120,httpcore-4.5.13,4.4.13,hdfs://adc-data-hadoop/user/data_admin/Data_deps/httpcore-4.4.13.jar,httpcore-4.4.13.jar
121,httpcore-4.4.16,4.4.16,hdfs://adc-data-hadoop/user/data_admin/Data_deps/httpcore-4.4.16.jar,httpcore-4.4.16.jar
122,ivy,2.5.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/ivy-2.5.1.jar,ivy-2.5.1.jar
123,jackson-annotations-2.10.0,2.10.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-annotations-2.10.0.jar,jackson-annotations-2.10.0.jar
124,jackson-annotations-2.12.3,2.12.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-annotations-2.12.3.jar,jackson-annotations-2.12.3.jar
125,jackson-annotations-2.15.2,2.15.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-annotations-2.15.2.jar,jackson-annotations-2.15.2.jar
126,jackson-core-2.10.0,2.10.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-core-2.10.0.jar,jackson-core-2.10.0.jar
127,jackson-core-2.12.3,2.12.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-core-2.12.3.jar,jackson-core-2.12.3.jar
128,jackson-core-2.13.5,2.13.5,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-core-2.13.5.jar,jackson-core-2.13.5.jar
129,jackson-core-asl,1.9.13,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-core-asl-1.9.13.jar,jackson-core-asl-1.9.13.jar
130,jackson-databind-2.12.3,2.12.3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-databind-2.12.3.jar,jackson-databind-2.12.3.jar
131,jackson-databind-2.15.2,2.15.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-databind-2.15.2.jar,jackson-databind-2.15.2.jar
132,jackson-jaxrs,1.9.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-jaxrs-1.9.2.jar,jackson-jaxrs-1.9.2.jar
133,jackson-mapper-asl,1.9.13,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-mapper-asl-1.9.13.jar,jackson-mapper-asl-1.9.13.jar
134,jackson-xc,1.9.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jackson-xc-1.9.2.jar,jackson-xc-1.9.2.jar
135,jakarta.activation-api,1.2.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jakarta.activation-api-1.2.1.jar,jakarta.activation-api-1.2.1.jar
136,javax.activation-api,1.2.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/javax.activation-api-1.2.0.jar,javax.activation-api-1.2.0.jar
137,javax.jdo,3.2.0-m3,hdfs://adc-data-hadoop/user/data_admin/Data_deps/javax.jdo-3.2.0-m3.jar,javax.jdo-3.2.0-m3.jar
138,javax.servlet-api,3.1.0,hdfs://adc-data-hadoop/user/data_admin/Data_deps/javax.servlet-api-3.1.0.jar,javax.servlet-api-3.1.0.jar
139,javolution,5.5.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/javolution-5.5.1.jar,javolution-5.5.1.jar
140,jaxb-api,2.2.2,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jaxb-api-2.2.2.jar,jaxb-api-2.2.2.jar
141,jaxb-impl,2.2.3-1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jaxb-impl-2.2.3-1.jar,jaxb-impl-2.2.3-1.jar
142,jbcrypt,0.4,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jbcrypt-0.4.jar,jbcrypt-0.4.jar
143,jcip-annotations,1.0-1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jcip-annotations-1.0-1.jar,jcip-annotations-1.0-1.jar
144,jcodings,1.0.55,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jcodings-1.0.55.jar,jcodings-1.0.55.jar
145,jdk.tools,1.8,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jdk.tools-1.8.jar,jdk.tools-1.8.jar
146,jdo-api,3.0.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jdo-api-3.0.1.jar,jdo-api-3.0.1.jar
147,jedis,2.8.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jedis-2.8.1.jar,jedis-2.8.1.jar
148,jersey-core,1.19,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jersey-core-1.19.jar,jersey-core-1.19.jar
149,jersey-json,1.19,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jersey-json-1.19.jar,jersey-json-1.19.jar
150,jersey-server,1.19,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jersey-server-1.19.jar,jersey-server-1.19.jar
151,jersey-servlet,1.19,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jersey-servlet-1.19.jar,jersey-servlet-1.19.jar
152,jettison,1.1,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jettison-1.1.jar,jettison-1.1.jar
153,jetty-http,9.4.43.v20210629,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jetty-http-9.4.43.v20210629.jar,jetty-http-9.4.43.v20210629.jar
154,jetty-io,9.4.43.v20210629,hdfs://adc-data-hadoop/user/data_admin/Data_deps/jetty-io-9.4.43.v20210629.jar,jetty-io-9.4.43.v20210629.jar
